set,path,label,x_min,y_min,x_max,y_max
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-61.jpg,klikun,0.10991957104557641,0.25375,0.5388739946380697,0.875
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-61.jpg,klikun,0.0,0.67,0.35924932975871315,0.94
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-62.jpg,klikun,0.0,0.19583333333333333,0.663125,0.9641666666666666
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-64.jpg,klikun,0.143,0.18933333333333333,0.654,0.9986666666666667
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-66.jpg,klikun,0.21777777777777776,0.23,0.8933333333333333,0.7955555555555556
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-67.jpg,klikun,0.128125,0.17851239669421487,0.786875,0.8090909090909091
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-68.jpg,klikun,0.07747395833333333,0.1650390625,0.9986979166666666,0.9462890625
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-69.jpg,klikun,0.268125,0.08450704225352113,0.6075,0.7183098591549296
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-70.jpg,klikun,0.08,0.08943089430894309,0.74,0.8265582655826558
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-71.jpg,klikun,0.19541375872382852,0.2617866004962779,0.6999002991026919,0.7704714640198511
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-72.jpg,klikun,0.51123046875,0.38214565387627253,0.99951171875,0.9052466718872357
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-72.jpg,klikun,0.3671875,0.3093187157400157,0.77685546875,0.7541111981205951
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-72.jpg,klikun,0.02294921875,0.3202819107282694,0.54736328125,0.8402505873140172
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-73.jpg,klikun,0.291,0.216,0.757,0.804
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-75.jpg,klikun,0.2294921875,0.2936197916666667,0.81201171875,0.9993489583333334
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-76.jpg,klikun,0.19875,0.14054054054054055,0.91,0.8702702702702703
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-76.jpg,klikun,0.1975,0.07747747747747748,0.74875,0.44324324324324327
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-77.jpg,klikun,0.12074074074074075,0.30777777777777776,0.6874074074074074,0.7955555555555556
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-78.jpg,klikun,0.242,0.1510989010989011,0.886,0.782967032967033
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-79.jpg,klikun,0.37125,0.2691275167785235,0.70875,0.789261744966443
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-80.jpg,klikun,0.35125,0.21388367729831145,0.66125,0.7729831144465291
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-81.jpg,klikun,0.2794759825327511,0.12,0.9243085880640466,0.82
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-82.jpg,klikun,0.095,0.30472854640980734,0.5825,0.7784588441330998
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-84.jpg,klikun,0.14375,0.1125,0.6390625,0.9640625
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-85.jpg,klikun,0.021,0.20808383233532934,0.91,0.9985029940119761
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-86.jpg,klikun,0.35714285714285715,0.171,0.6098901098901099,0.721
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-88.jpg,klikun,0.50439453125,0.20952380952380953,0.87744140625,0.7135531135531136
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-88.jpg,klikun,0.26416015625,0.36043956043956044,0.576171875,0.7743589743589744
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-89.jpg,klikun,0.304,0.09745127436281859,0.892,0.9115442278860569
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-90.jpg,klikun,0.31787109375,0.10842490842490843,0.81396484375,0.9340659340659341
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-91.jpg,klikun,0.16744730679156908,0.20848056537102475,0.7781030444964872,0.7279151943462897
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-92.jpg,klikun,0.380859375,0.06593406593406594,0.76904296875,0.7355311355311356
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-92.jpg,klikun,0.1787109375,0.7040293040293041,0.30859375,0.8593406593406593
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-92.jpg,klikun,0.06787109375,0.7450549450549451,0.1689453125,0.8805860805860806
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-93.jpg,klikun,0.359,0.24887556221889057,0.681,0.760119940029985
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-94.jpg,klikun,0.284,0.301,0.758,0.934
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-96.jpg,klikun,0.22916666666666666,0.0921875,0.9979166666666667,0.9984375
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-97.jpg,klikun,0.288125,0.09007506255212677,0.883125,0.6997497914929107
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-98.jpg,klikun,0.44,0.4720812182741117,0.85375,0.8544839255499154
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-98.jpg,klikun,0.34,0.1692047377326565,0.5925,0.8324873096446701
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-99.jpg,klikun,0.07125,0.22333333333333333,0.83,0.7816666666666666
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-100.jpg,klikun,0.3075,0.19465081723625557,0.87125,0.8276374442793462
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-101.jpg,klikun,0.069,0.3793103448275862,0.573,0.841079460269865
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-102.jpg,klikun,0.0,0.25333333333333335,0.791,0.9986666666666667
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-103.jpg,klikun,0.06,0.08564814814814815,0.93,0.9976851851851852
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-104.jpg,klikun,0.078,0.16816816816816818,0.778,0.7927927927927928
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-105.jpg,klikun,0.03375,0.4314079422382672,0.35375,0.9981949458483754
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-105.jpg,klikun,0.035,0.061371841155234655,0.38625,0.4927797833935018
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-105.jpg,klikun,0.1725,0.2563176895306859,0.9775,0.9891696750902527
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-105.jpg,klikun,0.3525,0.3844765342960289,0.99875,0.9891696750902527
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-105.jpg,klikun,0.5075,0.5884476534296029,0.815,0.9945848375451264
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-107.jpg,klikun,0.37625,0.44934333958724204,0.79875,0.8076923076923077
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-108.jpg,klikun,0.01875,0.30333333333333334,0.85625,0.6433333333333333
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-109.jpg,klikun,0.12625,0.3411764705882353,0.665,0.8050420168067227
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-110.jpg,klikun,0.086875,0.06191369606003752,0.870625,0.99906191369606
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-111.jpg,klikun,0.40301724137931033,0.5964325529542921,0.5538793103448276,0.6644370122630993
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-112.jpg,klikun,0.492,0.25,0.799,0.8776223776223776
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-112.jpg,klikun,0.027,0.3269230769230769,0.32,0.8356643356643356
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-113.jpg,klikun,0.094375,0.10752688172043011,0.965625,0.9991728701406121
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-114.jpg,klikun,0.2535211267605634,0.14788732394366197,0.7834507042253521,0.8427230046948356
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-116.jpg,klikun,0.166,0.3875,0.974,0.78125
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-117.jpg,klikun,0.2986453201970443,0.15283203125,0.9599753694581281,0.60400390625
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-117.jpg,klikun,0.0,0.4833984375,0.7536945812807881,0.9091796875
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-118.jpg,klikun,0.105,0.145,0.92625,0.6933333333333334
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-119.jpg,klikun,0.376,0.2866666666666667,0.951,0.7093333333333334
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-119.jpg,klikun,0.162,0.31733333333333336,0.733,0.7826666666666666
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-120.jpg,klikun,0.2275390625,0.220703125,0.71044921875,0.8522135416666666
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-121.jpg,klikun,0.5508559919436052,0.18077956989247312,0.8408862034239678,0.45698924731182794
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-121.jpg,klikun,0.27089627391742194,0.21438172043010753,0.5720040281973817,0.5288978494623656
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-122.jpg,klikun,0.016666666666666666,0.1111111111111111,0.6466666666666666,0.9986928104575163
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-122.jpg,klikun,0.225,0.3934640522875817,0.875,0.9986928104575163
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-123.jpg,klikun,0.138,0.0239880059970015,0.637,0.8980509745127436
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-125.jpg,klikun,0.278,0.22273781902552203,0.722,0.8283062645011601
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-126.jpg,klikun,0.0,0.020512820512820513,0.67578125,0.9992673992673993
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-127.jpg,klikun,0.221875,0.32748538011695905,0.8390625,0.8070175438596491
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-128.jpg,klikun,0.0,0.15604395604395604,0.77490234375,0.9992673992673993
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-129.jpg,klikun,0.03523035230352303,0.024,0.997289972899729,0.998
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-130.jpg,klikun,0.296875,0.22589052997393572,0.75732421875,0.7263249348392702
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-131.jpg,klikun,0.34375,0.34907120743034054,0.828125,0.7801857585139319
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-131.jpg,klikun,0.38875,0.39860681114551083,0.888125,0.8382352941176471
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-132.jpg,klikun,0.18951132300357568,0.2036036036036036,0.7556615017878426,0.9981981981981982
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-133.jpg,klikun,0.498046875,0.24128686327077747,0.65625,0.47506702412868634
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-134.jpg,klikun,0.0,0.31588785046728973,0.8475,0.7177570093457943
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-135.jpg,klikun,0.3953125,0.17452830188679244,0.925,0.9976415094339622
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-136.jpg,klikun,0.04375,0.2750809061488673,0.79875,0.6521035598705501
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-137.jpg,klikun,0.08698334361505243,0.2988826815642458,0.8605798889574336,0.7867783985102421
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-138.jpg,klikun,0.35,0.352,0.53,0.767
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-139.jpg,klikun,0.20933333333333334,0.226,0.708,0.744
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-140.jpg,klikun,0.2698986975397974,0.19801980198019803,0.9319826338639653,0.6881188118811881
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-141.jpg,klikun,0.35625,0.2576112412177986,0.8578125,0.8407494145199064
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-142.jpg,klikun,0.129,0.19940029985007496,0.807,0.8935532233883059
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-143.jpg,klikun,0.398125,0.24666666666666667,0.934375,0.5625
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-144.jpg,klikun,0.17431640625,0.24869791666666666,0.91650390625,0.9993489583333334
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-145.jpg,klikun,0.24853515625,0.36556776556776555,0.5537109375,0.7589743589743589
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-146.jpg,klikun,0.19668587896253603,0.1675,0.7190201729106628,0.82875
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-147.jpg,klikun,0.22,0.0,0.835,0.7908611599297012
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-148.jpg,klikun,0.446875,0.2028985507246377,0.999375,0.7374254049445865
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-148.jpg,klikun,0.0,0.4484228473998295,0.56625,0.9991474850809889
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-149.jpg,klikun,0.24,0.095,0.56875,0.295
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-149.jpg,klikun,0.4075,0.605,0.76125,0.78
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-149.jpg,klikun,0.4925,0.755,0.57,0.9983333333333333
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-149.jpg,klikun,0.31875,0.845,0.36875,0.9983333333333333
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-149.jpg,klikun,0.31,0.8133333333333334,0.4125,0.945
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-149.jpg,klikun,0.07875,0.81,0.23625,0.955
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-149.jpg,klikun,0.0,0.7683333333333333,0.0425,0.9983333333333333
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-151.jpg,klikun,0.326,0.2786666666666667,0.997,0.9706666666666667
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-151.jpg,klikun,0.412,0.4,0.849,0.8786666666666667
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-152.jpg,klikun,0.16987179487179488,0.365625,0.9214743589743589,0.7890625
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-153.jpg,klikun,0.174,0.34,0.687,0.7133333333333334
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-154.jpg,klikun,0.4725,0.26981450252951095,0.7775,0.47386172006745364
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-154.jpg,klikun,0.05875,0.6239460370994941,0.33625,0.8954468802698144
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-155.jpg,klikun,0.17375,0.14791987673343607,0.88125,0.5654853620955316
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-156.jpg,klikun,0.22125,0.2812089356110381,0.7475,0.6911957950065704
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-157.jpg,klikun,0.40283203125,0.19619326500732065,0.99951171875,0.9992679355783309
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-158.jpg,klikun,0.3925,0.32051282051282054,0.97,0.8910256410256411
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-158.jpg,klikun,0.3725,0.3173076923076923,0.7425,0.9663461538461539
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-159.jpg,klikun,0.513671875,0.2923076923076923,0.99951171875,0.7787545787545788
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-159.jpg,klikun,0.35009765625,0.27106227106227104,0.7451171875,0.7435897435897436
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-159.jpg,klikun,0.2802734375,0.14065934065934066,0.77880859375,0.6923076923076923
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-160.jpg,klikun,0.1094017094017094,0.1794871794871795,0.8017094017094017,0.7897435897435897
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-161.jpg,klikun,0.07375,0.22127329192546583,0.64875,0.9394409937888198
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-161.jpg,klikun,0.209375,0.06444099378881987,0.451875,0.5644409937888198
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-162.jpg,klikun,0.2353515625,0.3663003663003663,0.56640625,0.7604395604395604
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-163.jpg,klikun,0.0,0.2578754578754579,0.55908203125,0.9992673992673993
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-164.jpg,klikun,0.27555555555555555,0.41545189504373176,0.8888888888888888,0.7784256559766763
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-165.jpg,klikun,0.403125,0.1580188679245283,0.7609375,0.7995283018867925
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-166.jpg,klikun,0.0811111111111111,0.2111111111111111,0.8688888888888889,0.8811111111111111
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-167.jpg,klikun,0.172,0.032,0.644,0.6746666666666666
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-167.jpg,klikun,0.516,0.52,0.739,0.8466666666666667
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-168.jpg,klikun,0.282,0.15074309978768577,0.736,0.9978768577494692
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-170.jpg,klikun,0.13,0.24017467248908297,0.5685714285714286,0.7314410480349345
train,/Users/samedi/Documents/Coding/swans/data/train/initial-klikun-172.jpg,klikun,0.13625,0.38,0.710625,0.6658333333333334
