frame_id,type_name,type_id,obj_id,path_img,path_mask,x1,y1,x2,y2,height,width
20,klikun,0,1,klikun\images\1428457760.jpg,klikun\masks\1428457760.png,0,960,695,1198,1199,1600
21,klikun,0,0,klikun\images\1428473491.jpg,klikun\masks\1428473491.png,0,203,1179,1065,1066,1600
22,klikun,0,0,klikun\images\1428528913.jpg,klikun\masks\1428528913.png,0,87,1005,1065,1066,1600
23,klikun,0,0,klikun\images\1428556015.jpg,klikun\masks\1428556015.png,82,255,1074,899,900,1200
24,klikun,0,0,klikun\images\1428612887.jpg,klikun\masks\1428612887.png,108,104,733,599,600,900
26,klikun,0,0,klikun\images\1428702339.jpg,klikun\masks\1428702339.png,211,100,729,545,636,800
27,klikun,0,0,klikun\images\1428737517.jpg,klikun\masks\1428737517.png,184,130,550,639,640,1024
28,klikun,0,0,klikun\images\1428804220.jpg,klikun\masks\1428804220.png,429,92,1304,806,1066,1600
29,klikun,0,0,klikun\images\1428847174.jpg,klikun\masks\1428847174.png,39,338,915,809,1200,1600
30,klikun,0,0,klikun\images\1428851426.jpg,klikun\masks\1428851426.png,124,0,1464,1021,1142,1600
31,klikun,0,0,klikun\images\1428857965.jpg,klikun\masks\1428857965.png,148,0,1599,1065,1066,1600
32,klikun,0,0,klikun\images\1428858085.jpg,klikun\masks\1428858085.png,405,213,1546,757,1066,1600
33,klikun,0,0,klikun\images\1428871113.jpg,klikun\masks\1428871113.png,356,255,1599,1199,1200,1600
34,klikun,0,0,klikun\images\1428900000.jpg,klikun\masks\1428900000.png,101,48,706,504,579,800
35,klikun,0,0,klikun\images\1428910530.jpg,klikun\masks\1428910530.png,182,132,828,392,600,900
36,klikun,0,0,klikun\images\1428947064.jpg,klikun\masks\1428947064.png,836,351,1454,672,984,1600
37,klikun,0,0,klikun\images\1428971324.jpg,klikun\masks\1428971324.png,661,141,1305,1227,1374,1572
37,klikun,0,1,klikun\images\1428971324.jpg,klikun\masks\1428971324.png,358,106,900,1246,1374,1572
38,klikun,0,0,klikun\images\1428971417.jpg,klikun\masks\1428971417.png,436,310,1430,880,1143,1600
38,klikun,0,1,klikun\images\1428971417.jpg,klikun\masks\1428971417.png,77,220,1024,823,1143,1600
39,klikun,0,0,klikun\images\1429006910.jpg,klikun\masks\1429006910.png,227,58,1499,1065,1066,1600
42,klikun,0,0,klikun\images\1429240911.jpg,klikun\masks\1429240911.png,789,140,1515,950,1152,1600
42,klikun,0,1,klikun\images\1429240911.jpg,klikun\masks\1429240911.png,97,70,1186,1030,1152,1600
43,klikun,0,0,klikun\images\1429282357.jpg,klikun\masks\1429282357.png,267,262,802,779,1024,1024
44,klikun,0,0,klikun\images\1429464066.jpg,klikun\masks\1429464066.png,935,393,1460,716,1395,1600
44,klikun,0,1,klikun\images\1429464066.jpg,klikun\masks\1429464066.png,80,151,1116,898,1395,1600
45,klikun,0,0,klikun\images\1429533099.jpg,klikun\masks\1429533099.png,175,136,573,640,641,767
46,klikun,0,0,klikun\images\1429575553.jpg,klikun\masks\1429575553.png,112,74,1544,969,1075,1600
47,klikun,0,0,klikun\images\1429627022.jpg,klikun\masks\1429627022.png,375,202,1320,811,1067,1600
48,klikun,0,0,klikun\images\1429659054.jpg,klikun\masks\1429659054.png,130,125,812,500,600,900
49,klikun,0,0,klikun\images\1429670659.jpg,klikun\masks\1429670659.png,226,241,578,480,780,1122
49,klikun,0,1,klikun\images\1429670659.jpg,klikun\masks\1429670659.png,804,324,959,407,780,1122
50,klikun,0,0,klikun\images\1429676581.jpg,klikun\masks\1429676581.png,264,63,1040,834,1067,1600
50,klikun,0,1,klikun\images\1429676581.jpg,klikun\masks\1429676581.png,995,400,1488,766,1067,1600
51,klikun,0,0,klikun\images\1429679329.jpg,klikun\masks\1429679329.png,476,544,1280,853,1067,1600
53,klikun,0,0,klikun\images\1429790399.jpg,klikun\masks\1429790399.png,511,262,961,629,1142,1600
53,klikun,0,1,klikun\images\1429790399.jpg,klikun\masks\1429790399.png,371,564,1554,964,1142,1600
54,klikun,0,0,klikun\images\1429795033.jpg,klikun\masks\1429795033.png,123,42,507,569,800,756
55,klikun,0,0,klikun\images\1430054129.jpg,klikun\masks\1430054129.png,174,124,637,425,600,900
56,klikun,0,0,klikun\images\1430253245.jpg,klikun\masks\1430253245.png,330,165,1478,611,896,1600
57,klikun,0,0,klikun\images\1430367869.jpg,klikun\masks\1430367869.png,273,268,998,1326,1600,1388
58,klikun,0,0,klikun\images\1430399693.jpg,klikun\masks\1430399693.png,543,482,950,1199,1200,1600
58,klikun,0,1,klikun\images\1430399693.jpg,klikun\masks\1430399693.png,134,577,378,1199,1200,1600
59,klikun,0,0,klikun\images\1430493764.jpg,klikun\masks\1430493764.png,346,141,1424,981,1088,1600
60,klikun,0,0,klikun\images\1431183635.jpg,klikun\masks\1431183635.png,62,90,621,469,533,799
61,klikun,0,0,klikun\images\1431266107.jpg,klikun\masks\1431266107.png,145,166,468,299,600,800
61,klikun,0,1,klikun\images\1431266107.jpg,klikun\masks\1431266107.png,118,137,440,337,600,800
61,klikun,0,2,klikun\images\1431266107.jpg,klikun\masks\1431266107.png,263,317,321,356,600,800
61,klikun,0,3,klikun\images\1431266107.jpg,klikun\masks\1431266107.png,590,245,643,293,600,800
61,klikun,0,4,klikun\images\1431266107.jpg,klikun\masks\1431266107.png,553,245,592,295,600,800
61,klikun,0,5,klikun\images\1431266107.jpg,klikun\masks\1431266107.png,495,239,555,303,600,800
61,klikun,0,6,klikun\images\1431266107.jpg,klikun\masks\1431266107.png,566,241,591,268,600,800
62,klikun,0,0,klikun\images\1431317088.jpg,klikun\masks\1431317088.png,43,189,1487,748,1086,1600
63,klikun,0,0,klikun\images\1432058452.jpg,klikun\masks\1432058452.png,132,120,1301,1362,1520,1600
64,klikun,0,0,klikun\images\1432440208.jpg,klikun\masks\1432440208.png,188,81,879,747,842,1191
64,klikun,0,1,klikun\images\1432440208.jpg,klikun\masks\1432440208.png,407,39,1011,628,842,1191
65,klikun,0,0,klikun\images\1432570916.jpg,klikun\masks\1432570916.png,420,253,1193,561,750,1334
65,klikun,0,1,klikun\images\1432570916.jpg,klikun\masks\1432570916.png,129,293,628,573,750,1334
66,klikun,0,0,klikun\images\1432575219.jpg,klikun\masks\1432575219.png,69,68,982,721,722,1080
67,klikun,0,0,klikun\images\1432597539.jpg,klikun\masks\1432597539.png,53,2,1079,613,700,1080
67,klikun,0,1,klikun\images\1432597539.jpg,klikun\masks\1432597539.png,428,213,1038,699,700,1080
68,klikun,0,0,klikun\images\1432743654.jpg,klikun\masks\1432743654.png,77,369,640,1034,1334,750
68,klikun,0,1,klikun\images\1432743654.jpg,klikun\masks\1432743654.png,0,493,576,1121,1334,750
69,klikun,0,0,klikun\images\1433113955.jpg,klikun\masks\1433113955.png,485,151,957,803,1200,1600
69,klikun,0,1,klikun\images\1433113955.jpg,klikun\masks\1433113955.png,696,98,1285,819,1200,1600
71,klikun,0,0,klikun\images\1433314765.jpg,klikun\masks\1433314765.png,624,567,1427,1199,1200,1600
71,klikun,0,1,klikun\images\1433314765.jpg,klikun\masks\1433314765.png,477,570,922,1199,1200,1600
71,klikun,0,2,klikun\images\1433314765.jpg,klikun\masks\1433314765.png,639,238,1081,1107,1200,1600
71,klikun,0,3,klikun\images\1433314765.jpg,klikun\masks\1433314765.png,0,325,516,1199,1200,1600
74,klikun,0,0,klikun\images\1433476167.jpg,klikun\masks\1433476167.png,251,314,1357,1365,1600,1600
75,klikun,0,0,klikun\images\1433667252.jpg,klikun\masks\1433667252.png,1194,640,1599,1134,1200,1600
75,klikun,0,1,klikun\images\1433667252.jpg,klikun\masks\1433667252.png,379,227,1539,1020,1200,1600
75,klikun,0,2,klikun\images\1433667252.jpg,klikun\masks\1433667252.png,383,350,779,945,1200,1600
75,klikun,0,3,klikun\images\1433667252.jpg,klikun\masks\1433667252.png,0,234,1017,1086,1200,1600
76,klikun,0,0,klikun\images\1433698595.jpg,klikun\masks\1433698595.png,376,104,1015,835,1083,1347
77,klikun,0,0,klikun\images\1433775930.jpg,klikun\masks\1433775930.png,362,151,1035,645,800,1200
78,klikun,0,0,klikun\images\1433824135.jpg,klikun\masks\1433824135.png,311,93,944,959,1200,1600
79,klikun,0,0,klikun\images\1433932100.jpg,klikun\masks\1433932100.png,71,72,622,437,533,800
80,klikun,0,0,klikun\images\1433933517.jpg,klikun\masks\1433933517.png,810,247,1149,803,1066,1600
81,klikun,0,0,klikun\images\1433941163.jpg,klikun\masks\1433941163.png,129,76,646,464,600,900
82,klikun,0,0,klikun\images\1433946642.jpg,klikun\masks\1433946642.png,183,260,627,727,768,1024
83,klikun,0,0,klikun\images\1433946875.jpg,klikun\masks\1433946875.png,243,170,745,615,720,1080
84,klikun,0,0,klikun\images\1433950784.jpg,klikun\masks\1433950784.png,256,294,932,985,1036,1600
85,klikun,0,0,klikun\images\1433962169.jpg,klikun\masks\1433962169.png,213,461,1450,1114,1600,1600
86,klikun,0,0,klikun\images\1433964002.jpg,klikun\masks\1433964002.png,516,444,1292,906,1196,1600
88,klikun,0,0,klikun\images\1434051396.jpg,klikun\masks\1434051396.png,148,108,586,543,600,900
89,klikun,0,0,klikun\images\1436155783.jpg,klikun\masks\1436155783.png,807,312,1365,770,1066,1600
89,klikun,0,1,klikun\images\1436155783.jpg,klikun\masks\1436155783.png,314,173,870,661,1066,1600
90,klikun,0,0,klikun\images\1436187337.jpg,klikun\masks\1436187337.png,471,157,1083,924,1200,1600
91,klikun,0,0,klikun\images\1436413707.jpg,klikun\masks\1436413707.png,724,427,1581,1094,1200,1600
91,klikun,0,1,klikun\images\1436413707.jpg,klikun\masks\1436413707.png,66,368,439,1142,1200,1600
92,klikun,0,0,klikun\images\1439518959.jpg,klikun\masks\1439518959.png,99,23,471,220,338,500
93,klikun,0,0,klikun\images\1439590375.jpg,klikun\masks\1439590375.png,854,235,1213,976,1066,1600
93,klikun,0,1,klikun\images\1439590375.jpg,klikun\masks\1439590375.png,511,103,894,940,1066,1600
94,klikun,0,0,klikun\images\1439597080.jpg,klikun\masks\1439597080.png,597,248,1440,688,899,1600
94,klikun,0,1,klikun\images\1439597080.jpg,klikun\masks\1439597080.png,20,286,1034,748,899,1600
96,klikun,0,0,klikun\images\1439604390.jpg,klikun\masks\1439604390.png,292,164,710,797,900,900
97,klikun,0,0,klikun\images\1439604668.jpg,klikun\masks\1439604668.png,346,166,1021,933,1054,1595
99,klikun,0,0,klikun\images\1439633362.jpg,klikun\masks\1439633362.png,579,355,1278,1065,1066,1600
100,klikun,0,0,klikun\images\1439640414.jpg,klikun\masks\1439640414.png,126,136,668,729,800,800
101,klikun,0,0,klikun\images\1440696256.jpg,klikun\masks\1440696256.png,411,84,1599,896,1066,1600
102,klikun,0,0,klikun\images\1440725258.jpg,klikun\masks\1440725258.png,326,232,686,532,533,800
104,klikun,0,0,klikun\images\1455519959.jpg,klikun\masks\1455519959.png,477,154,1533,1044,1233,1595
104,klikun,0,1,klikun\images\1455519959.jpg,klikun\masks\1455519959.png,1273,453,1594,812,1233,1595
105,klikun,0,0,klikun\images\1455536526.jpg,klikun\masks\1455536526.png,317,220,829,1070,1273,1280
106,klikun,0,0,klikun\images\1455777073.jpg,klikun\masks\1455777073.png,27,124,906,732,778,1000
107,klikun,0,0,klikun\images\1455778029.jpg,klikun\masks\1455778029.png,504,337,1506,1038,1142,1600
108,klikun,0,0,klikun\images\1460639828.jpg,klikun\masks\1460639828.png,148,379,1500,1201,1594,1590
109,klikun,0,0,klikun\images\1460740615.jpg,klikun\masks\1460740615.png,12,85,758,548,587,880
111,klikun,0,0,klikun\images\1464740187.jpg,klikun\masks\1464740187.png,176,74,375,343,440,440
111,klikun,0,1,klikun\images\1464740187.jpg,klikun\masks\1464740187.png,77,75,232,317,440,440
112,klikun,0,0,klikun\images\1464765817.jpg,klikun\masks\1464765817.png,21,51,435,364,375,500
113,klikun,0,0,klikun\images\1464922664.jpg,klikun\masks\1464922664.png,115,42,444,332,500,500
114,klikun,0,0,klikun\images\1465328648.jpg,klikun\masks\1465328648.png,93,22,436,224,375,500
115,klikun,0,0,klikun\images\1465409656.jpg,klikun\masks\1465409656.png,165,66,395,264,375,500
116,klikun,0,0,klikun\images\1465615601.jpg,klikun\masks\1465615601.png,167,15,499,394,500,500
116,klikun,0,1,klikun\images\1465615601.jpg,klikun\masks\1465615601.png,0,153,334,499,500,500
117,klikun,0,0,klikun\images\1465703855.jpg,klikun\masks\1465703855.png,72,47,327,499,500,399
118,klikun,0,0,klikun\images\1465943747.jpg,klikun\masks\1465943747.png,120,18,445,298,337,500
119,klikun,0,0,klikun\images\1465982511.jpg,klikun\masks\1465982511.png,279,117,486,354,375,500
119,klikun,0,1,klikun\images\1465982511.jpg,klikun\masks\1465982511.png,105,12,296,323,375,500
120,klikun,0,0,klikun\images\1465984773.jpg,klikun\masks\1465984773.png,148,37,395,344,375,500
121,klikun,0,0,klikun\images\1466004131.jpg,klikun\masks\1466004131.png,213,213,349,435,500,500
121,klikun,0,1,klikun\images\1466004131.jpg,klikun\masks\1466004131.png,95,76,264,380,500,500
122,klikun,0,0,klikun\images\1466148172.jpg,klikun\masks\1466148172.png,15,20,452,324,354,500
123,klikun,0,0,klikun\images\1466241955.jpg,klikun\masks\1466241955.png,95,57,367,417,500,500
124,klikun,0,0,klikun\images\1466256388.jpg,klikun\masks\1466256388.png,25,104,453,377,500,480
124,klikun,0,1,klikun\images\1466256388.jpg,klikun\masks\1466256388.png,176,21,405,490,500,480
126,klikun,0,0,klikun\images\1466408579.jpg,klikun\masks\1466408579.png,58,34,462,285,333,500
128,klikun,0,0,klikun\images\1467713308.jpg,klikun\masks\1467713308.png,28,45,483,301,385,500
129,klikun,0,0,klikun\images\1467909979.jpg,klikun\masks\1467909979.png,159,90,387,299,400,500
130,klikun,0,0,klikun\images\1468020031.jpg,klikun\masks\1468020031.png,57,64,469,327,400,500
131,klikun,0,0,klikun\images\1468020036.jpg,klikun\masks\1468020036.png,57,60,466,328,400,500
132,klikun,0,0,klikun\images\1468450618.jpg,klikun\masks\1468450618.png,121,50,483,373,454,500
133,klikun,0,0,klikun\images\1468656800.jpg,klikun\masks\1468656800.png,42,72,484,330,372,500
134,klikun,0,0,klikun\images\1468661813.jpg,klikun\masks\1468661813.png,162,70,339,306,375,500
135,klikun,0,0,klikun\images\1468678718.jpg,klikun\masks\1468678718.png,172,32,429,339,375,500
137,klikun,0,0,klikun\images\1469498809.jpg,klikun\masks\1469498809.png,16,120,474,277,350,500
138,klikun,0,0,klikun\images\1469529069.jpg,klikun\masks\1469529069.png,149,94,441,374,375,500
139,klikun,0,0,klikun\images\1470427440.jpg,klikun\masks\1470427440.png,272,86,418,334,500,465
139,klikun,0,1,klikun\images\1470427440.jpg,klikun\masks\1470427440.png,62,98,464,452,500,465
140,klikun,0,0,klikun\images\1470523405.jpg,klikun\masks\1470523405.png,99,42,448,400,442,500
141,klikun,0,0,klikun\images\1470808108.jpg,klikun\masks\1470808108.png,28,96,404,263,374,500
142,klikun,0,0,klikun\images\1470956413.jpg,klikun\masks\1470956413.png,58,79,393,250,374,500
143,klikun,0,0,klikun\images\1470983048.jpg,klikun\masks\1470983048.png,42,29,306,298,375,500
144,klikun,0,0,klikun\images\1471105036.jpg,klikun\masks\1471105036.png,66,158,251,281,423,397
145,klikun,0,0,klikun\images\1471135932.jpg,klikun\masks\1471135932.png,6,43,460,356,364,500
147,klikun,0,0,klikun\images\1471182000.jpg,klikun\masks\1471182000.png,251,124,331,260,295,500
147,klikun,0,1,klikun\images\1471182000.jpg,klikun\masks\1471182000.png,150,122,253,261,295,500
148,klikun,0,0,klikun\images\1471209809.jpg,klikun\masks\1471209809.png,96,33,398,455,500,439
149,klikun,0,0,klikun\images\1471377489.jpg,klikun\masks\1471377489.png,226,73,425,322,372,500
150,klikun,0,0,klikun\images\1472852217.jpg,klikun\masks\1472852217.png,90,64,327,287,391,455
150,klikun,0,1,klikun\images\1472852217.jpg,klikun\masks\1472852217.png,103,99,381,315,391,455
151,klikun,0,0,klikun\images\1472903335.jpg,klikun\masks\1472903335.png,76,34,413,297,380,500
152,klikun,0,0,klikun\images\1472973075.jpg,klikun\masks\1472973075.png,185,28,426,459,500,427
152,klikun,0,1,klikun\images\1472973075.jpg,klikun\masks\1472973075.png,38,198,372,463,500,427
153,klikun,0,0,klikun\images\1472999748.jpg,klikun\masks\1472999748.png,47,77,395,410,500,414
154,klikun,0,0,klikun\images\1473188443.jpg,klikun\masks\1473188443.png,0,125,425,462,500,426
155,klikun,0,0,klikun\images\1473336532.jpg,klikun\masks\1473336532.png,78,61,235,286,327,500
156,klikun,0,0,klikun\images\1473412331.jpg,klikun\masks\1473412331.png,23,121,443,379,380,500
156,klikun,0,1,klikun\images\1473412331.jpg,klikun\masks\1473412331.png,41,29,424,379,380,500
157,klikun,0,0,klikun\images\1473456508.jpg,klikun\masks\1473456508.png,30,37,465,431,432,500
158,klikun,0,0,klikun\images\1473460673.jpg,klikun\masks\1473460673.png,136,65,451,285,375,500
159,klikun,0,0,klikun\images\1473632455.jpg,klikun\masks\1473632455.png,36,133,183,323,324,500
159,klikun,0,1,klikun\images\1473632455.jpg,klikun\masks\1473632455.png,164,115,275,323,324,500
159,klikun,0,2,klikun\images\1473632455.jpg,klikun\masks\1473632455.png,264,49,411,323,324,500
160,klikun,0,0,klikun\images\1473678886.jpg,klikun\masks\1473678886.png,0,0,419,499,500,420
161,klikun,0,0,klikun\images\1473775605.jpg,klikun\masks\1473775605.png,83,118,411,301,380,500
162,klikun,0,0,klikun\images\1473795843.jpg,klikun\masks\1473795843.png,177,88,477,206,406,500
162,klikun,0,1,klikun\images\1473795843.jpg,klikun\masks\1473795843.png,28,53,206,251,406,500
163,klikun,0,0,klikun\images\1473822063.jpg,klikun\masks\1473822063.png,0,0,499,364,365,500
164,klikun,0,0,klikun\images\1473854252.jpg,klikun\masks\1473854252.png,176,188,423,363,500,500
166,klikun,0,0,klikun\images\1473902716.jpg,klikun\masks\1473902716.png,49,58,310,332,333,500
167,klikun,0,0,klikun\images\1473959053.jpg,klikun\masks\1473959053.png,88,93,462,402,499,499
168,klikun,0,0,klikun\images\1474061497.jpg,klikun\masks\1474061497.png,145,22,436,385,395,500
169,klikun,0,0,klikun\images\1474099030.jpg,klikun\masks\1474099030.png,0,54,160,325,500,500
169,klikun,0,1,klikun\images\1474099030.jpg,klikun\masks\1474099030.png,167,105,254,398,500,500
169,klikun,0,2,klikun\images\1474099030.jpg,klikun\masks\1474099030.png,0,105,382,464,500,500
170,klikun,0,0,klikun\images\1474111326.jpg,klikun\masks\1474111326.png,57,46,271,274,419,330
171,klikun,0,0,klikun\images\1474170231.jpg,klikun\masks\1474170231.png,115,46,346,418,500,347
172,klikun,0,0,klikun\images\1474461883.jpg,klikun\masks\1474461883.png,325,171,555,721,1000,910
174,klikun,0,0,klikun\images\1474605586.jpg,klikun\masks\1474605586.png,35,101,182,249,328,244
175,klikun,0,0,klikun\images\1474715012.jpg,klikun\masks\1474715012.png,0,1,496,394,397,500
176,klikun,0,0,klikun\images\1474809395.jpg,klikun\masks\1474809395.png,91,67,292,457,458,400
177,klikun,0,0,klikun\images\1474908194.jpg,klikun\masks\1474908194.png,19,25,483,353,400,500
178,klikun,0,0,klikun\images\1475042044.jpg,klikun\masks\1475042044.png,49,72,391,499,500,424
179,klikun,0,0,klikun\images\1475120929.jpg,klikun\masks\1475120929.png,121,55,443,285,364,500
181,klikun,0,0,klikun\images\1475462714.jpg,klikun\masks\1475462714.png,29,0,499,312,329,500
182,klikun,0,0,klikun\images\1475957926.jpg,klikun\masks\1475957926.png,149,135,414,394,500,500
183,klikun,0,0,klikun\images\1475970212.jpg,klikun\masks\1475970212.png,99,73,435,324,425,500
185,klikun,0,0,klikun\images\1476137069.jpg,klikun\masks\1476137069.png,44,87,418,355,409,500
186,klikun,0,0,klikun\images\1476408783.jpg,klikun\masks\1476408783.png,19,44,319,499,500,391
187,klikun,0,0,klikun\images\1476445203.jpg,klikun\masks\1476445203.png,71,78,405,429,430,500
189,klikun,0,0,klikun\images\1476576155.jpg,klikun\masks\1476576155.png,60,139,472,331,402,500
190,klikun,0,0,klikun\images\1476617497.jpg,klikun\masks\1476617497.png,139,96,361,357,431,500
191,klikun,0,0,klikun\images\1476653982.jpg,klikun\masks\1476653982.png,96,114,415,362,473,500
192,klikun,0,0,klikun\images\1476686146.jpg,klikun\masks\1476686146.png,179,91,386,310,434,480
192,klikun,0,1,klikun\images\1476686146.jpg,klikun\masks\1476686146.png,97,136,413,375,434,480
193,klikun,0,0,klikun\images\1476751506.jpg,klikun\masks\1476751506.png,161,73,434,213,332,500
194,klikun,0,0,klikun\images\1476775922.jpg,klikun\masks\1476775922.png,68,14,349,313,336,350
195,klikun,0,0,klikun\images\1476812906.jpg,klikun\masks\1476812906.png,0,23,444,463,464,486
196,klikun,0,0,klikun\images\1476839364.jpg,klikun\masks\1476839364.png,95,85,466,368,500,500
197,klikun,0,0,klikun\images\1476842171.jpg,klikun\masks\1476842171.png,207,83,387,182,340,500
197,klikun,0,1,klikun\images\1476842171.jpg,klikun\masks\1476842171.png,212,58,467,267,340,500
197,klikun,0,2,klikun\images\1476842171.jpg,klikun\masks\1476842171.png,0,61,255,286,340,500
198,klikun,0,0,klikun\images\1476865087.jpg,klikun\masks\1476865087.png,2,32,438,298,375,500
199,klikun,0,0,klikun\images\1476884288.jpg,klikun\masks\1476884288.png,142,54,451,228,370,500
199,klikun,0,1,klikun\images\1476884288.jpg,klikun\masks\1476884288.png,87,103,274,287,370,500
200,klikun,0,0,klikun\images\1476959679.jpg,klikun\masks\1476959679.png,122,138,460,475,492,500
200,klikun,0,1,klikun\images\1476959679.jpg,klikun\masks\1476959679.png,117,104,239,370,492,500
200,klikun,0,2,klikun\images\1476959679.jpg,klikun\masks\1476959679.png,130,57,349,298,492,500
201,klikun,0,0,klikun\images\1476974859.jpg,klikun\masks\1476974859.png,16,81,443,399,400,500
202,klikun,0,0,klikun\images\1476985266.jpg,klikun\masks\1476985266.png,120,49,294,375,500,369
203,klikun,0,0,klikun\images\1476985455.jpg,klikun\masks\1476985455.png,64,9,344,401,417,500
204,klikun,0,0,klikun\images\1477064961.jpg,klikun\masks\1477064961.png,16,66,456,368,369,500
205,klikun,0,0,klikun\images\1477090450.jpg,klikun\masks\1477090450.png,6,19,441,452,470,500
206,klikun,0,0,klikun\images\1477095016.jpg,klikun\masks\1477095016.png,0,98,255,331,332,500
207,klikun,0,0,klikun\images\1477098099.jpg,klikun\masks\1477098099.png,78,44,427,285,353,500
208,klikun,0,0,klikun\images\1477098442.jpg,klikun\masks\1477098442.png,28,48,126,236,376,500
208,klikun,0,1,klikun\images\1477098442.jpg,klikun\masks\1477098442.png,177,139,470,250,376,500
209,klikun,0,0,klikun\images\1477121297.jpg,klikun\masks\1477121297.png,50,57,333,235,357,500
209,klikun,0,1,klikun\images\1477121297.jpg,klikun\masks\1477121297.png,129,53,483,292,357,500
210,klikun,0,0,klikun\images\1477140583.jpg,klikun\masks\1477140583.png,74,82,439,399,400,500
212,klikun,0,0,klikun\images\1477158053.jpg,klikun\masks\1477158053.png,123,67,302,368,500,419
213,klikun,0,0,klikun\images\1477162686.jpg,klikun\masks\1477162686.png,42,57,365,241,320,500
214,klikun,0,0,klikun\images\1477164826.jpg,klikun\masks\1477164826.png,121,77,408,442,466,500
215,klikun,0,0,klikun\images\1477165045.jpg,klikun\masks\1477165045.png,158,11,413,303,333,500
216,klikun,0,0,klikun\images\1477193446.jpg,klikun\masks\1477193446.png,171,49,425,351,411,500
217,klikun,0,0,klikun\images\1477196669.jpg,klikun\masks\1477196669.png,76,69,427,265,320,500
217,klikun,0,1,klikun\images\1477196669.jpg,klikun\masks\1477196669.png,64,116,430,240,320,500
218,klikun,0,0,klikun\images\1477212850.jpg,klikun\masks\1477212850.png,98,72,391,333,334,500
219,klikun,0,0,klikun\images\1477239038.jpg,klikun\masks\1477239038.png,47,73,299,310,450,422
220,klikun,0,0,klikun\images\1477289435.jpg,klikun\masks\1477289435.png,162,136,379,427,428,500
221,klikun,0,0,klikun\images\1477298934.jpg,klikun\masks\1477298934.png,56,81,446,383,408,500
222,klikun,0,0,klikun\images\1477309520.jpg,klikun\masks\1477309520.png,53,37,457,394,437,500
223,klikun,0,0,klikun\images\1477360950.jpg,klikun\masks\1477360950.png,32,77,456,271,326,500
224,klikun,0,0,klikun\images\1477406117.jpg,klikun\masks\1477406117.png,43,102,474,302,450,500
